"GENE_SYMBOL","logFC","adj.P.Val"
"ECT2L",1.24483380401981,2.97607402270134e-06
"FUT2",1.48764006149291,3.95578144364872e-12
"MYCN",1.15090265899903,1.21658737305993e-12
"NECAB1",-1.20278842452883,3.2041602395671e-13
"ACVRL1",-1.02998010590445,1.83911685187655e-19
"KIAA0125",2.08268053293856,2.15238458668271e-21
"PROK2",-1.00770372943119,4.42874243116729e-07
"CHST9",1.23777651312418,3.20950713498242e-05
"FAM43B",1.42329710186186,9.30870287687901e-23
"FLJ23152",1.28127314240164,2.46516018423488e-05
"FAM189A1",-1.33539902066845,9.24488866376606e-24
"DNAH12",1.23457281785572,4.9415109758613e-06
"LPPR4",1.25536658885156,9.23338929579679e-30
"LINC00162",-1.34478261117121,9.19956131855567e-31
"ECEL1",1.09151749131697,1.35015622564217e-09
"KLRF1",-1.10093294425781,6.53178284597822e-13
"VSIG1",2.2009432614018,2.38314339165563e-18
"AGBL2",1.11255401696749,1.34608196111979e-06
"CT45A5",-1.60742209759152,8.62818812513433e-12
"ISM1",1.18128938108523,3.56693187980518e-22
"SIX4",1.5421217730456,2.59075070608963e-15
"DNAH2",1.04694795877697,5.91687999850722e-06
"CXorf41",1.19517971872687,0.000116625121183566
"C11orf88",1.09653231794113,0.000382760704436186
"RGS9BP",-1.5607467516939,6.95064214044252e-21
"C13orf30",1.05311777600637,1.44522133880528e-05
"C10orf67",-1.01305011672265,6.66580987846296e-13
"C7orf57",1.07008168877754,1.5220520379288e-05
"CCDC39",1.13807555656778,2.45830536537325e-07
"F5",1.09658568012298,4.30782271009126e-14
"KRT72",-1.3711606957809,1.08790814078801e-11
"KANK4",-1.07270435005409,4.11577114672828e-14
"FAM92B",1.29763684450264,4.50795146988374e-06
"F2RL2",1.22965161418892,2.35627674786531e-13
"LOC643037",1.17133043899106,0.000274493598575504
"PBK",1.0872200535216,1.07213516855658e-16
"PTPRN2",1.28110987872231,1.76309902927676e-17
"GLB1L3",1.38179145931788,1.77706450466083e-12
"CT45A1",-2.013626356545,2.16942792686805e-13
"GRM8",-2.24281121106872,7.56673502048306e-23
"HEY1",-1.04020675283266,2.69059236764866e-18
"C6orf118",1.31441815179639,1.59313932469308e-05
"LINC00473",1.05615883960599,0.000147230234747758
"CDH13",-1.22321037408187,1.19086652762783e-27
"APOBEC3A",-1.05314761714969,3.9283186737518e-08
